,Date,Value
872,31.05.2017,9624133869.36
873,01.06.2017,9737682927.47
874,04.06.2017,9842365277.77
875,05.06.2017,9980375692.85
876,06.06.2017,10071008890.08
877,07.06.2017,10162477876.39
878,08.06.2017,10198344778.84
879,12.06.2017,10336121713.27
880,13.06.2017,10429837145.65
881,14.06.2017,10525799131.06
882,15.06.2017,10673378739.09
883,18.06.2017,10878364617.77
884,19.06.2017,11004045526.16
885,20.06.2017,11071807731.43
886,21.06.2017,11212636133.32
887,22.06.2017,11264350710.78
888,25.06.2017,11328616374.92
889,26.06.2017,11419804039.37
890,27.06.2017,11490041068.13
891,28.06.2017,11613641613.76
892,29.06.2017,11755787114.33
893,02.07.2017,11834039614.37
894,03.07.2017,11841085821.68
895,04.07.2017,12151096471.35
896,05.07.2017,12319440022.81
897,06.07.2017,12449414639.12
898,09.07.2017,12614157966.16
899,10.07.2017,12746370780.79
900,11.07.2017,12788203787.07
901,12.07.2017,12921700863.33
902,13.07.2017,13080365235.66
903,16.07.2017,13188289359.13
904,17.07.2017,13421082631.89
905,18.07.2017,13539675625.83
906,19.07.2017,13689263656.41
907,20.07.2017,13651737134.49
908,23.07.2017,13670203107.38
909,24.07.2017,13719072113.11
910,25.07.2017,13781009663.81
911,26.07.2017,14006998190.23
912,27.07.2017,14058628152.42
913,30.07.2017,14135717860.17
914,31.07.2017,14147586593.64
915,01.08.2017,14239021997.09
916,02.08.2017,14159232107.01
917,03.08.2017,14201695056.04
918,06.08.2017,14284609704.97
919,07.08.2017,14335474093.99
920,08.08.2017,14418236404.85
921,09.08.2017,14450178770.4
922,10.08.2017,14521408042.61
923,13.08.2017,14517024303.49
924,14.08.2017,14457407879.08
925,15.08.2017,14518026631.63
926,16.08.2017,14557859459.51
927,17.08.2017,14612334254.44
928,20.08.2017,14665105441.95
929,21.08.2017,14695070185.82
930,22.08.2017,14762731779.72
931,23.08.2017,14817276880.83
932,24.08.2017,14825568594.81
933,27.08.2017,14904566775.67
934,28.08.2017,15013737516.92
935,29.08.2017,15069759235.46
936,30.08.2017,15084582547.92
937,31.08.2017,15175333621.5
938,03.09.2017,15304581309.97
939,04.09.2017,15581569008.64
940,05.09.2017,15705859357.54
941,06.09.2017,15980424376.52
942,07.09.2017,16069208697.75
943,10.09.2017,16234741085.3
944,11.09.2017,16326481996.73
945,12.09.2017,16351156922.52
946,13.09.2017,16442080317.21
947,14.09.2017,16538482759.24
948,17.09.2017,16596919860.64
949,18.09.2017,16679112120.08
950,19.09.2017,16749161160.61
951,20.09.2017,16816481404.84
952,21.09.2017,16956954028.1
953,24.09.2017,17010243262.77
954,25.09.2017,17119988818.5
955,26.09.2017,17242282704.54
956,27.09.2017,17303464453.98
957,28.09.2017,17446390941.14
958,01.10.2017,17539593144.44
959,02.10.2017,17584203779.25
960,03.10.2017,17710494513.89
961,04.10.2017,17856033092.32
962,05.10.2017,18027118899.89
963,08.10.2017,18156896797.85
964,09.10.2017,18233412819.84
965,10.10.2017,18294162688.09
966,11.10.2017,18375557381.48
967,12.10.2017,18433797116.15
968,15.10.2017,18595072524.39
969,16.10.2017,18600866132.13
970,17.10.2017,18975666289.76
971,18.10.2017,19193468542.04
972,19.10.2017,19272217183.67
973,22.10.2017,19448163917.46
974,23.10.2017,19481132487.51
975,24.10.2017,19583537834.82
976,25.10.2017,19640333490.4
977,26.10.2017,19793814568.43
978,29.10.2017,19897818373.93
979,30.10.2017,19996316893.44
980,31.10.2017,20111503773.48
981,01.11.2017,20192310728.92
982,02.11.2017,20274197836.17
983,06.11.2017,20379947568.03
984,07.11.2017,20418983235.44
985,08.11.2017,20461668412.84
986,09.11.2017,20547322104.51
987,12.11.2017,20621184267.37
988,13.11.2017,20694104701.64
989,14.11.2017,20668764459.65
990,15.11.2017,20831173669.16
991,16.11.2017,20886760040.33
992,19.11.2017,21010756564.03
993,20.11.2017,21045691005.68
994,21.11.2017,21112327794.36
995,22.11.2017,21191121750.54
996,23.11.2017,21363721564.44
997,26.11.2017,21668732716.4
998,27.11.2017,21790220756.34
999,28.11.2017,21909653234.19
1000,29.11.2017,22050783868.0
1001,30.11.2017,22127295776.45
1002,03.12.2017,21980252377.89
1003,04.12.2017,22021223987.66
1004,05.12.2017,22074572959.34
1005,06.12.2017,22140210134.36
1006,07.12.2017,22223455332.35
1007,10.12.2017,22375516359.81
1008,11.12.2017,22559884038.94
1009,12.12.2017,22634944194.56
1010,13.12.2017,22686742882.28
1011,14.12.2017,22756705497.51
1012,17.12.2017,22947049324.34
1013,18.12.2017,23074939970.46
1014,19.12.2017,23122672322.8
1015,20.12.2017,23227180208.68
1016,21.12.2017,23356050904.33
1017,24.12.2017,23615331685.35
1018,25.12.2017,23714757811.43
1019,26.12.2017,23865305629.17
1020,27.12.2017,24036294829.23
1021,28.12.2017,24154855187.13
1022,08.01.2018,24473486412.73
1023,09.01.2018,24616928117.18
1024,10.01.2018,24815184753.13
1025,11.01.2018,24803159026.33
1026,14.01.2018,25013418522.44
1027,15.01.2018,25117253248.23
1028,16.01.2018,25188964524.57
1029,17.01.2018,25395403913.64
1030,18.01.2018,25362156629.13
1031,21.01.2018,25474534333.71
1032,22.01.2018,25412543076.2
1033,23.01.2018,25464731946.33
1034,24.01.2018,25528928366.2
1035,25.01.2018,25579363330.98
1036,28.01.2018,25622422512.16
1037,29.01.2018,25718707004.97
1038,30.01.2018,25804831255.13
1039,31.01.2018,25864113611.25
1040,01.02.2018,25958572983.71
1041,04.02.2018,26041858167.25
1042,05.02.2018,26266709229.19
1043,06.02.2018,26413523216.93
1044,07.02.2018,26795513585.39
1045,08.02.2018,26874856184.79
1046,11.02.2018,27040393228.31
1047,12.02.2018,27162397778.81
1048,13.02.2018,27423758213.36
1049,14.02.2018,27532064296.97
1050,15.02.2018,27656124303.63
1051,18.02.2018,27766496170.67
1052,19.02.2018,27857050299.84
1053,20.02.2018,27896055836.82
1054,21.02.2018,28267209655.7
1055,25.02.2018,28469188022.14
1056,26.02.2018,28525180514.57
1057,27.02.2018,28522223721.4
1058,28.02.2018,28692037550.37
1059,01.03.2018,28815479843.88
1060,04.03.2018,28916445117.06
1061,05.03.2018,29163546031.67
1062,06.03.2018,29314335179.8
1063,11.03.2018,29518274214.26
1064,12.03.2018,29732463883.09
1065,13.03.2018,29767096226.49
1066,14.03.2018,29767866956.81
1067,15.03.2018,30004997347.52
1068,18.03.2018,30070559685.67
1069,19.03.2018,30173463963.86
1070,20.03.2018,30267964231.71
1071,21.03.2018,30305927607.69
1072,22.03.2018,30321339436.56
1073,25.03.2018,30588079902.53
1074,26.03.2018,30584752756.49
1075,27.03.2018,30770475107.31
1076,28.03.2018,30910781386.4
1077,29.03.2018,31205357058.76
1078,01.04.2018,31368789965.44
1079,02.04.2018,31530537988.71
1080,03.04.2018,31538092502.84
1081,04.04.2018,31679862727.76
1082,05.04.2018,31868989457.76
1083,08.04.2018,31890401169.64
1084,09.04.2018,31789745112.96
1085,10.04.2018,31797654775.02
1086,11.04.2018,31823646848.26
1087,12.04.2018,31729891798.97
1088,15.04.2018,31698186698.2
1089,16.04.2018,31890045940.36
1090,17.04.2018,31860869435.98
1091,18.04.2018,31941471905.82
1092,19.04.2018,31968335035.34
1093,22.04.2018,31810232666.72
1094,23.04.2018,31818141085.49
1095,24.04.2018,32006360316.12
1096,25.04.2018,32089080748.71
1097,26.04.2018,32229609826.6
1098,27.04.2018,32345907689.84
1099,02.05.2018,32391880653.19
1100,03.05.2018,32488784510.98
1101,06.05.2018,32554013695.0
1102,07.05.2018,32591310206.8
1103,09.05.2018,32715213977.38
1104,10.05.2018,32803303200.65
1105,13.05.2018,32863402124.35
1106,14.05.2018,32892359063.61
1107,15.05.2018,32781289886.24
1108,16.05.2018,32861068341.59
1109,17.05.2018,32855908241.71
1110,20.05.2018,32952357319.02
1111,21.05.2018,32950378351.37
1112,22.05.2018,32933317490.36
1113,23.05.2018,32811365829.74
1114,24.05.2018,32869897332.93
1115,27.05.2018,32901788721.85
1116,28.05.2018,32830094723.26
1117,29.05.2018,32845299933.65
1118,30.05.2018,32899160912.01
1119,31.05.2018,32862561088.63
1120,03.06.2018,32900678899.25
1121,04.06.2018,32921827182.91
1122,05.06.2018,32900539619.12
1123,06.06.2018,32866982494.77
1124,07.06.2018,33002125342.91
1125,08.06.2018,33002343237.59
1126,12.06.2018,33019421048.17
1127,13.06.2018,33022495344.33
1128,14.06.2018,32941341723.25
1129,17.06.2018,32809845908.58
1130,18.06.2018,32667521694.78
1131,19.06.2018,32664202005.5
1132,20.06.2018,32582609243.72
1133,21.06.2018,32510018282.03
1134,24.06.2018,32553001168.43
1135,25.06.2018,32651653120.55
1136,26.06.2018,32650197268.78
1137,27.06.2018,32621959985.16
1138,28.06.2018,32525478557.57
1139,01.07.2018,32459537020.97
1140,02.07.2018,32420070579.73
1141,03.07.2018,32320511169.74
1142,04.07.2018,32260954075.92
1143,05.07.2018,32277599833.95
1144,08.07.2018,32259867214.91
1145,09.07.2018,32164524118.94
1146,10.07.2018,32045088857.83
1147,11.07.2018,32000120462.64
1148,12.07.2018,31947028003.51
1149,15.07.2018,31770528000.27
1150,16.07.2018,31693025229.75
1151,17.07.2018,31600634330.83
1152,18.07.2018,31534664333.97
1153,19.07.2018,31420147290.57
1154,22.07.2018,31385360202.03
1155,23.07.2018,31345870596.05
1156,24.07.2018,31316874412.69
1157,25.07.2018,31278471602.21
1158,26.07.2018,31216109618.77
1159,29.07.2018,31193688666.31
1160,30.07.2018,31182585262.2
1161,31.07.2018,31121871529.58
1162,01.08.2018,30966357728.55
1163,02.08.2018,30757381734.74
1164,05.08.2018,30853971517.11
1165,06.08.2018,30772832257.64
1166,07.08.2018,30612830253.84
1167,08.08.2018,30434209739.84
1168,09.08.2018,30166466833.33
1169,12.08.2018,29934701121.89
1170,13.08.2018,29596087826.05
1171,14.08.2018,29244016370.95
1172,15.08.2018,29012227598.13
1173,16.08.2018,28788099838.18
1174,19.08.2018,28644312382.12
1175,20.08.2018,28486963293.41
1176,21.08.2018,27935864911.76
1177,22.08.2018,27760661175.29
1178,23.08.2018,27699234693.97
1179,26.08.2018,27570437125.49
1180,27.08.2018,27489719195.83
1181,28.08.2018,27246001293.27
1182,29.08.2018,27090023981.38
1183,30.08.2018,27117643032.04
1184,02.09.2018,27050508561.74
1185,03.09.2018,27010231018.6
1186,04.09.2018,26847572080.85
1187,05.09.2018,26706067895.64
1188,06.09.2018,26426950820.05
1189,09.09.2018,26264094633.35
1190,10.09.2018,26213576152.29
1191,11.09.2018,26148474545.76
1192,12.09.2018,26045455519.47
1193,13.09.2018,25887862065.58
1194,16.09.2018,25776763746.74
1195,17.09.2018,25699830347.02
1196,18.09.2018,25648416991.84
1197,19.09.2018,25597831581.26
1198,20.09.2018,25538252879.18
1199,23.09.2018,25653825600.83
1200,24.09.2018,25574275176.37
1201,25.09.2018,25542281023.63
1202,26.09.2018,25490940592.85
1203,27.09.2018,25531420440.32
1204,30.09.2018,25540871923.33
1205,01.10.2018,25531745426.95
1206,02.10.2018,25497633900.95
1207,03.10.2018,25323488956.36
1208,04.10.2018,25065931886.63
1209,07.10.2018,25109831726.15
1210,08.10.2018,25085339939.54
1211,09.10.2018,24953879243.88
1212,10.10.2018,24887388104.26
1213,11.10.2018,24888544383.66
1214,14.10.2018,24845668265.89
1215,15.10.2018,24980882574.91
1216,16.10.2018,24840080024.97
1217,17.10.2018,24778397357.78
1218,18.10.2018,24629429586.56
1219,21.10.2018,24137222006.9
1220,22.10.2018,24052242894.06
1221,23.10.2018,23927542388.41
1222,24.10.2018,23833429528.02
1223,25.10.2018,23803795955.3
1224,28.10.2018,23748261856.56
1225,29.10.2018,23731910659.69
1226,30.10.2018,23714176751.55
1227,31.10.2018,23720441129.36
1228,01.11.2018,23660187832.29
1229,05.11.2018,23574924256.61
1230,06.11.2018,23435064789.06
1231,07.11.2018,23389406289.34
1232,08.11.2018,23289137201.92
1233,11.11.2018,23123741921.34
1234,12.11.2018,23075663866.69
1235,13.11.2018,23073118180.66
