,Date,Value
184,18.08.2014,2509.64
185,19.08.2014,2510.71
186,20.08.2014,2510.87
187,21.08.2014,2510.69
188,24.08.2014,2514.02
189,25.08.2014,2515.22
190,26.08.2014,2515.31
191,27.08.2014,2514.9
192,28.08.2014,2533.87
193,31.08.2014,2531.88
194,01.09.2014,2533.25
195,02.09.2014,2533.1
196,03.09.2014,2534.86
197,04.09.2014,2535.05
198,07.09.2014,2536.23
199,08.09.2014,2533.47
200,09.09.2014,2536.36
201,10.09.2014,2536.99
202,11.09.2014,2535.8
203,14.09.2014,2534.85
204,15.09.2014,2533.64
205,16.09.2014,2533.97
206,17.09.2014,2536.07
207,18.09.2014,2535.9
208,21.09.2014,2537.51
209,22.09.2014,2539.73
210,23.09.2014,2538.28
211,24.09.2014,2541.68
212,25.09.2014,2538.07
213,28.09.2014,2538.81
214,29.09.2014,2539.19
215,30.09.2014,2540.33
216,01.10.2014,2544.41
217,02.10.2014,2544.2
218,05.10.2014,2544.7
219,06.10.2014,2547.54
220,07.10.2014,2548.88
221,08.10.2014,2549.86
222,09.10.2014,2550.57
223,12.10.2014,2553.0
224,13.10.2014,2533.04
225,14.10.2014,2539.79
226,15.10.2014,2534.52
227,16.10.2014,2528.7
228,19.10.2014,2527.31
229,20.10.2014,2531.85
230,21.10.2014,2532.44
231,22.10.2014,2533.78
232,23.10.2014,2532.5
233,26.10.2014,2535.15
234,27.10.2014,2535.44
235,28.10.2014,2535.62
236,29.10.2014,2535.89
237,30.10.2014,2535.53
238,04.11.2014,2535.34
239,05.11.2014,2536.89
240,06.11.2014,2533.7
241,09.11.2014,2534.68
242,10.11.2014,2535.73
243,11.11.2014,2535.26
244,12.11.2014,2534.06
245,13.11.2014,2534.56
246,16.11.2014,2537.45
247,17.11.2014,2535.06
248,18.11.2014,2535.41
249,19.11.2014,2535.07
250,20.11.2014,2532.23
251,23.11.2014,2536.66
252,24.11.2014,2534.63
253,25.11.2014,2531.08
254,26.11.2014,2532.0
255,27.11.2014,2531.35
256,30.11.2014,2530.4
257,01.12.2014,2525.89
258,02.12.2014,2526.67
259,03.12.2014,2512.55
260,04.12.2014,2505.35
261,07.12.2014,2509.64
262,08.12.2014,2506.42
263,09.12.2014,2508.58
264,10.12.2014,2497.71
265,11.12.2014,2465.38
266,14.12.2014,2442.32
267,15.12.2014,2377.8
268,16.12.2014,2360.24
269,17.12.2014,2358.01
270,18.12.2014,2343.15
271,21.12.2014,2328.06
272,22.12.2014,2327.75
273,23.12.2014,2243.35
274,24.12.2014,2238.25
275,25.12.2014,2186.1
276,28.12.2014,2241.94
277,29.12.2014,2236.52
278,30.12.2014,2237.11
279,11.01.2015,2194.69
280,12.01.2015,2205.22
281,13.01.2015,2217.98
282,14.01.2015,2237.81
283,15.01.2015,2239.96
284,18.01.2015,2270.98
285,19.01.2015,2272.13
286,20.01.2015,2308.5
287,21.01.2015,2318.75
288,22.01.2015,2348.03
289,25.01.2015,2346.16
290,26.01.2015,2345.05
291,27.01.2015,2339.83
292,28.01.2015,2349.03
293,29.01.2015,2335.75
294,01.02.2015,2343.39
295,02.02.2015,2351.55
296,03.02.2015,2354.91
297,04.02.2015,2355.91
298,05.02.2015,2368.55
299,08.02.2015,2388.17
300,09.02.2015,2396.29
301,10.02.2015,2385.81
302,11.02.2015,2404.78
303,12.02.2015,2422.38
304,15.02.2015,2432.55
305,16.02.2015,2433.31
306,17.02.2015,2430.5
307,18.02.2015,2441.27
308,19.02.2015,2434.39
309,23.02.2015,2436.12
310,24.02.2015,2436.27
311,25.02.2015,2447.07
312,26.02.2015,2451.12
313,01.03.2015,2453.29
314,02.03.2015,2448.89
315,03.03.2015,2457.67
316,04.03.2015,2436.57
317,05.03.2015,2436.03
318,09.03.2015,2438.15
319,10.03.2015,2439.82
320,11.03.2015,2443.26
321,12.03.2015,2454.05
322,15.03.2015,2463.68
323,16.03.2015,2460.07
324,17.03.2015,2459.11
325,18.03.2015,2460.62
326,19.03.2015,2462.67
327,22.03.2015,2466.8
328,23.03.2015,2454.79
329,24.03.2015,2463.5
330,25.03.2015,2465.56
331,26.03.2015,2473.14
332,29.03.2015,2477.93
333,30.03.2015,2485.71
334,31.03.2015,2493.8
335,01.04.2015,2492.79
336,02.04.2015,2491.38
337,04.04.2015,2491.38
338,05.04.2015,2498.75
339,06.04.2015,2500.5
340,07.04.2015,2502.94
341,08.04.2015,2522.54
342,09.04.2015,2531.68
343,12.04.2015,2535.9
344,13.04.2015,2537.28
345,14.04.2015,2565.28
346,15.04.2015,2570.18
347,16.04.2015,2572.21
348,19.04.2015,2577.87
349,20.04.2015,2579.94
350,21.04.2015,2580.77
351,22.04.2015,2584.84
352,23.04.2015,2593.09
353,26.04.2015,2601.47
354,27.04.2015,2613.33
355,28.04.2015,2614.58
356,29.04.2015,2618.66
357,03.05.2015,2618.66
358,04.05.2015,2624.89
359,05.05.2015,2632.17
360,06.05.2015,2631.26
361,07.05.2015,2634.38
362,11.05.2015,2648.46
363,12.05.2015,2650.52
364,13.05.2015,2658.59
365,14.05.2015,2659.81
366,17.05.2015,2662.09
367,18.05.2015,2656.32
368,19.05.2015,2656.55
369,20.05.2015,2657.06
370,21.05.2015,2661.82
371,24.05.2015,2663.43
372,25.05.2015,2665.74
373,26.05.2015,2661.33
374,27.05.2015,2661.69
375,28.05.2015,2662.34
376,31.05.2015,2667.55
377,01.06.2015,2669.89
378,02.06.2015,2666.01
379,03.06.2015,2666.14
380,04.06.2015,2662.57
381,07.06.2015,2663.78
382,08.06.2015,2665.59
383,09.06.2015,2664.81
384,10.06.2015,2666.56
385,14.06.2015,2669.81
386,15.06.2015,2682.33
387,16.06.2015,2687.24
388,17.06.2015,2689.02
389,18.06.2015,2690.36
390,21.06.2015,2693.54
391,22.06.2015,2700.25
392,23.06.2015,2691.05
393,24.06.2015,2696.66
394,25.06.2015,2712.16
395,28.06.2015,2716.42
396,29.06.2015,2716.75
397,30.06.2015,2722.98
398,01.07.2015,2717.16
399,02.07.2015,2721.72
400,05.07.2015,2722.11
401,06.07.2015,2726.27
402,07.07.2015,2722.98
403,08.07.2015,2723.89
404,09.07.2015,2720.79
405,12.07.2015,2724.47
406,13.07.2015,2726.29
407,14.07.2015,2727.42
408,15.07.2015,2709.43
409,16.07.2015,2731.37
410,19.07.2015,2734.97
411,20.07.2015,2734.39
412,21.07.2015,2731.2
413,22.07.2015,2731.06
414,23.07.2015,2732.01
415,26.07.2015,2732.57
416,27.07.2015,2732.87
417,28.07.2015,2734.43
418,29.07.2015,2734.48
419,30.07.2015,2735.73
420,02.08.2015,2739.27
421,03.08.2015,2739.45
422,04.08.2015,2743.12
423,05.08.2015,2743.13
424,06.08.2015,2744.98
425,09.08.2015,2748.28
426,10.08.2015,2750.28
427,11.08.2015,2753.03
428,12.08.2015,2752.25
429,13.08.2015,2748.7
430,16.08.2015,2743.46
431,17.08.2015,2744.17
432,18.08.2015,2745.16
433,19.08.2015,2746.71
434,20.08.2015,2746.34
435,23.08.2015,2742.57
436,24.08.2015,2747.02
437,25.08.2015,2747.09
438,26.08.2015,2748.58
439,27.08.2015,2747.23
440,30.08.2015,2737.47
441,31.08.2015,2757.88
442,01.09.2015,2757.9
443,02.09.2015,2766.81
444,03.09.2015,2768.34
445,06.09.2015,2773.69
446,07.09.2015,2774.22
447,08.09.2015,2774.86
448,09.09.2015,2774.14
449,10.09.2015,2772.66
450,13.09.2015,2775.25
451,14.09.2015,2775.16
452,15.09.2015,2774.59
453,16.09.2015,2774.48
454,17.09.2015,2775.74
455,20.09.2015,2769.87
456,21.09.2015,2774.55
457,22.09.2015,2776.22
458,23.09.2015,2778.79
459,24.09.2015,2779.29
460,27.09.2015,2770.08
461,28.09.2015,2771.08
462,29.09.2015,2772.44
463,30.09.2015,2774.12
464,01.10.2015,2776.32
465,04.10.2015,2779.1
466,05.10.2015,2785.91
467,06.10.2015,2785.39
468,07.10.2015,2780.65
469,08.10.2015,2783.0
470,11.10.2015,2786.14
471,12.10.2015,2787.12
472,13.10.2015,2795.35
473,14.10.2015,2807.0
474,15.10.2015,2815.09
475,18.10.2015,2818.05
476,19.10.2015,2818.52
477,20.10.2015,2822.89
478,21.10.2015,2820.46
479,22.10.2015,2820.77
480,25.10.2015,2823.98
481,26.10.2015,2827.37
482,27.10.2015,2828.2
483,28.10.2015,2825.18
484,29.10.2015,2829.38
485,01.11.2015,2828.93
486,02.11.2015,2835.59
487,04.11.2015,2836.64
488,05.11.2015,2836.26
489,08.11.2015,2838.36
490,09.11.2015,2839.89
491,10.11.2015,2839.99
492,11.11.2015,2840.81
493,12.11.2015,2842.51
494,15.11.2015,2841.93
495,16.11.2015,2842.19
496,17.11.2015,2839.79
497,18.11.2015,2843.46
498,19.11.2015,2848.18
499,22.11.2015,2842.57
500,23.11.2015,2844.77
501,24.11.2015,2846.84
502,25.11.2015,2847.16
503,26.11.2015,2848.75
504,29.11.2015,2850.23
505,30.11.2015,2850.79
506,01.12.2015,2851.53
507,02.12.2015,2852.07
508,03.12.2015,2855.25
509,06.12.2015,2856.82
510,07.12.2015,2859.03
511,08.12.2015,2856.16
512,09.12.2015,2855.69
513,10.12.2015,2853.22
514,13.12.2015,2854.45
515,14.12.2015,2854.79
516,15.12.2015,2853.74
517,16.12.2015,2829.24
518,17.12.2015,2823.86
519,20.12.2015,2826.3
520,21.12.2015,2811.57
521,22.12.2015,2816.5
522,23.12.2015,2830.99
523,24.12.2015,2833.9
524,27.12.2015,2840.09
525,28.12.2015,2847.22
526,29.12.2015,2841.57
527,30.12.2015,2842.29
528,10.01.2016,2856.72
529,11.01.2016,2859.4
530,12.01.2016,2863.97
531,13.01.2016,2865.41
532,14.01.2016,2874.33
533,17.01.2016,2904.62
534,18.01.2016,2902.13
535,19.01.2016,2894.73
536,20.01.2016,2904.31
537,21.01.2016,2894.78
538,24.01.2016,2919.0
539,25.01.2016,2925.04
540,26.01.2016,2901.34
541,27.01.2016,2907.4
542,28.01.2016,2871.61
543,31.01.2016,2885.13
544,01.02.2016,2920.82
545,02.02.2016,2915.66
546,03.02.2016,2907.2
547,04.02.2016,2888.09
548,07.02.2016,2927.7
549,08.02.2016,2930.89
550,09.02.2016,2920.13
551,10.02.2016,2917.93
552,11.02.2016,2909.7
553,14.02.2016,2908.93
554,15.02.2016,2910.99
555,16.02.2016,2918.41
556,17.02.2016,2918.73
557,18.02.2016,2919.21
558,19.02.2016,2921.19
559,23.02.2016,2899.09
560,24.02.2016,2899.3
561,25.02.2016,2928.15
562,28.02.2016,2935.04
563,29.02.2016,2941.6
564,01.03.2016,2943.59
565,02.03.2016,2943.66
566,03.03.2016,2949.88
567,08.03.2016,2953.33
568,09.03.2016,2954.82
569,10.03.2016,2958.7
570,13.03.2016,2970.3
571,14.03.2016,2969.77
572,15.03.2016,2971.4
573,16.03.2016,2975.62
574,17.03.2016,2976.93
575,20.03.2016,2982.24
576,21.03.2016,2981.43
577,22.03.2016,2983.14
578,23.03.2016,2985.18
579,24.03.2016,2988.97
580,27.03.2016,2991.56
581,28.03.2016,2993.3
582,29.03.2016,2994.75
583,30.03.2016,2994.69
584,31.03.2016,2998.02
585,03.04.2016,2982.46
586,04.04.2016,3000.21
587,05.04.2016,3000.36
588,06.04.2016,2998.93
589,07.04.2016,3002.6
590,10.04.2016,3003.87
591,11.04.2016,3004.93
592,12.04.2016,3007.32
593,13.04.2016,3010.84
594,14.04.2016,3013.37
595,17.04.2016,3012.11
596,18.04.2016,3007.39
597,19.04.2016,3008.47
598,20.04.2016,3014.45
599,21.04.2016,3016.95
600,24.04.2016,3019.88
601,25.04.2016,3022.43
602,26.04.2016,3022.76
603,27.04.2016,3026.52
604,28.04.2016,3026.53
605,03.05.2016,3031.07
606,04.05.2016,3036.13
607,05.05.2016,3040.85
608,09.05.2016,3040.57
609,10.05.2016,3044.88
610,11.05.2016,3047.24
611,12.05.2016,3050.23
612,15.05.2016,3053.45
613,16.05.2016,3053.81
614,17.05.2016,3056.05
615,18.05.2016,3057.14
616,19.05.2016,3059.09
617,22.05.2016,3064.2
618,23.05.2016,3064.27
619,24.05.2016,3065.56
620,25.05.2016,3067.79
621,26.05.2016,3069.26
622,29.05.2016,3074.17
623,30.05.2016,3074.36
624,31.05.2016,3078.16
625,01.06.2016,3079.64
626,02.06.2016,3081.2
627,05.06.2016,3084.85
628,06.06.2016,3085.21
629,07.06.2016,3085.95
630,08.06.2016,3088.08
631,09.06.2016,3089.79
632,13.06.2016,3095.93
633,14.06.2016,3095.91
634,15.06.2016,3099.14
635,16.06.2016,3107.78
636,19.06.2016,3108.62
637,20.06.2016,3109.85
638,21.06.2016,3112.18
639,22.06.2016,3109.69
640,23.06.2016,3109.54
641,26.06.2016,3110.28
642,27.06.2016,3112.9
643,28.06.2016,3114.83
644,29.06.2016,3117.86
645,30.06.2016,3116.74
646,03.07.2016,3120.83
647,04.07.2016,3127.72
648,05.07.2016,3130.02
649,06.07.2016,3133.73
650,07.07.2016,3136.6
651,10.07.2016,3140.28
652,11.07.2016,3141.1
653,12.07.2016,3143.17
654,13.07.2016,3145.02
655,14.07.2016,3144.32
656,17.07.2016,3148.01
657,18.07.2016,3150.27
658,19.07.2016,3151.51
659,20.07.2016,3149.22
660,21.07.2016,3152.8
661,24.07.2016,3156.31
662,25.07.2016,3159.48
663,26.07.2016,3159.18
664,27.07.2016,3160.38
665,28.07.2016,3162.68
666,31.07.2016,3164.76
667,01.08.2016,3163.43
668,02.08.2016,3164.52
669,03.08.2016,3168.09
670,04.08.2016,3169.78
671,07.08.2016,3172.59
672,08.08.2016,3172.19
673,09.08.2016,3175.13
674,10.08.2016,3179.78
675,11.08.2016,3180.24
676,14.08.2016,3184.21
677,15.08.2016,3182.51
678,16.08.2016,3183.86
679,17.08.2016,3181.75
680,18.08.2016,3182.74
681,21.08.2016,3186.95
682,22.08.2016,3188.29
683,23.08.2016,3190.19
684,24.08.2016,3190.38
685,25.08.2016,3192.5
686,28.08.2016,3196.35
687,29.08.2016,3196.22
688,30.08.2016,3195.05
689,31.08.2016,3195.72
690,01.09.2016,3202.27
691,04.09.2016,3198.48
692,05.09.2016,3199.24
693,06.09.2016,3196.98
694,07.09.2016,3200.28
695,08.09.2016,3200.42
696,11.09.2016,3204.74
697,12.09.2016,3205.67
698,13.09.2016,3207.64
699,14.09.2016,3211.34
700,15.09.2016,3209.47
701,18.09.2016,3213.26
702,19.09.2016,3215.85
703,20.09.2016,3215.23
704,21.09.2016,3217.27
705,22.09.2016,3219.68
706,25.09.2016,3223.9
707,26.09.2016,3223.27
708,27.09.2016,3223.7
709,28.09.2016,3225.14
710,29.09.2016,3222.24
711,02.10.2016,3228.06
712,03.10.2016,3231.47
713,04.10.2016,3232.95
714,05.10.2016,3233.99
715,06.10.2016,3236.59
716,09.10.2016,3236.03
717,10.10.2016,3238.96
718,11.10.2016,3240.04
719,12.10.2016,3240.65
720,13.10.2016,3241.75
721,16.10.2016,3244.88
722,17.10.2016,3246.19
723,18.10.2016,3248.87
724,19.10.2016,3247.61
725,20.10.2016,3246.89
726,23.10.2016,3246.7
727,24.10.2016,3248.05
728,25.10.2016,3248.65
729,26.10.2016,3249.96
730,27.10.2016,3250.85
731,30.10.2016,3252.51
732,31.10.2016,3253.79
733,01.11.2016,3253.27
734,02.11.2016,3253.88
735,06.11.2016,3258.02
736,07.11.2016,3258.39
737,08.11.2016,3259.55
738,09.11.2016,3258.66
739,10.11.2016,3259.84
740,13.11.2016,3262.44
741,14.11.2016,3264.19
742,15.11.2016,3265.21
743,16.11.2016,3265.08
744,17.11.2016,3264.62
745,20.11.2016,3268.6
746,21.11.2016,3268.46
747,22.11.2016,3267.99
748,23.11.2016,3268.85
749,24.11.2016,3270.73
750,27.11.2016,3271.34
751,28.11.2016,3271.2
752,29.11.2016,3269.97
753,30.11.2016,3271.16
754,01.12.2016,3272.93
755,04.12.2016,3275.75
756,05.12.2016,3278.07
757,06.12.2016,3278.79
758,07.12.2016,3281.12
759,08.12.2016,3281.93
760,11.12.2016,3282.18
761,12.12.2016,3287.8
762,13.12.2016,3289.32
763,14.12.2016,3290.16
764,15.12.2016,3291.11
765,18.12.2016,3296.71
766,19.12.2016,3298.31
767,20.12.2016,3298.6
768,21.12.2016,3297.91
769,22.12.2016,3300.13
770,25.12.2016,3304.11
771,26.12.2016,3304.09
772,27.12.2016,3308.46
773,28.12.2016,3312.02
774,29.12.2016,3311.78
775,08.01.2017,3322.47
776,09.01.2017,3323.27
777,10.01.2017,3325.64
778,11.01.2017,3327.41
779,12.01.2017,3330.34
780,15.01.2017,3333.36
781,16.01.2017,3335.23
782,17.01.2017,3335.33
783,18.01.2017,3336.26
784,19.01.2017,3336.39
785,22.01.2017,3339.67
786,23.01.2017,3341.49
787,24.01.2017,3341.98
788,25.01.2017,3342.46
789,26.01.2017,3343.77
790,29.01.2017,3346.47
791,30.01.2017,3348.05
792,31.01.2017,3348.1
793,01.02.2017,3349.72
794,02.02.2017,3350.54
795,05.02.2017,3355.03
796,06.02.2017,3356.13
797,07.02.2017,3357.64
798,08.02.2017,3359.17
799,09.02.2017,3360.78
800,12.02.2017,3364.11
801,13.02.2017,3363.0
802,14.02.2017,3362.55
803,15.02.2017,3364.44
804,16.02.2017,3365.58
805,19.02.2017,3370.15
806,20.02.2017,3371.07
807,21.02.2017,3373.53
808,26.02.2017,3377.45
809,27.02.2017,3377.72
810,28.02.2017,3378.04
811,01.03.2017,3379.47
812,02.03.2017,3381.26
813,05.03.2017,3385.48
814,06.03.2017,3387.94
815,08.03.2017,3389.76
816,09.03.2017,3391.34
817,12.03.2017,3394.13
818,13.03.2017,3396.27
819,14.03.2017,3397.97
820,15.03.2017,3400.86
821,16.03.2017,3403.24
822,19.03.2017,3407.23
823,20.03.2017,3408.66
824,21.03.2017,3410.29
825,22.03.2017,3412.28
826,23.03.2017,3414.46
827,26.03.2017,3417.97
828,27.03.2017,3420.04
829,28.03.2017,3420.31
830,29.03.2017,3423.41
831,30.03.2017,3426.86
832,02.04.2017,3428.95
833,03.04.2017,3430.21
834,04.04.2017,3432.06
835,05.04.2017,3434.57
836,06.04.2017,3436.92
837,09.04.2017,3441.21
838,10.04.2017,3440.0
839,11.04.2017,3440.93
840,12.04.2017,3441.91
841,13.04.2017,3443.45
842,16.04.2017,3446.99
843,17.04.2017,3447.87
844,18.04.2017,3450.58
845,19.04.2017,3450.03
846,20.04.2017,3452.49
847,23.04.2017,3455.76
848,24.04.2017,3457.27
849,25.04.2017,3459.41
850,26.04.2017,3461.24
851,27.04.2017,3463.84
852,01.05.2017,3470.6
853,02.05.2017,3465.27
854,03.05.2017,3464.74
855,04.05.2017,3463.73
856,09.05.2017,3470.02
857,10.05.2017,3480.76
858,11.05.2017,3481.5
859,14.05.2017,3485.86
860,15.05.2017,3486.43
861,16.05.2017,3485.64
862,17.05.2017,3487.15
863,18.05.2017,3490.49
864,21.05.2017,3492.62
865,22.05.2017,3493.81
866,23.05.2017,3495.32
867,24.05.2017,3497.59
868,25.05.2017,3499.81
869,28.05.2017,3502.7
870,29.05.2017,3505.1
871,30.05.2017,3505.56
872,31.05.2017,3505.45
873,01.06.2017,3505.83
874,04.06.2017,3508.9
875,05.06.2017,3508.76
876,06.06.2017,3510.02
877,07.06.2017,3511.96
878,08.06.2017,3512.23
879,12.06.2017,3518.77
880,13.06.2017,3519.66
881,14.06.2017,3521.37
882,15.06.2017,3521.33
883,18.06.2017,3522.9
884,19.06.2017,3522.48
885,20.06.2017,3523.13
886,21.06.2017,3522.93
887,22.06.2017,3524.13
888,25.06.2017,3527.45
889,26.06.2017,3528.18
890,27.06.2017,3528.53
891,28.06.2017,3528.59
892,29.06.2017,3528.88
893,02.07.2017,3532.94
894,03.07.2017,3535.04
895,04.07.2017,3535.27
896,05.07.2017,3536.13
897,06.07.2017,3537.73
898,09.07.2017,3539.74
899,10.07.2017,3541.17
900,11.07.2017,3541.95
901,12.07.2017,3539.45
902,13.07.2017,3541.99
903,16.07.2017,3544.84
904,17.07.2017,3543.59
905,18.07.2017,3543.55
906,19.07.2017,3543.13
907,20.07.2017,3543.54
908,23.07.2017,3544.81
909,24.07.2017,3544.55
910,25.07.2017,3545.78
911,26.07.2017,3546.26
912,27.07.2017,3545.63
913,30.07.2017,3550.29
914,31.07.2017,3551.45
915,01.08.2017,3551.56
916,02.08.2017,3552.61
917,03.08.2017,3553.54
918,06.08.2017,3557.31
919,07.08.2017,3557.15
920,08.08.2017,3557.87
921,09.08.2017,3559.08
922,10.08.2017,3560.84
923,13.08.2017,3563.14
924,14.08.2017,3563.75
925,15.08.2017,3564.66
926,16.08.2017,3565.84
927,17.08.2017,3566.67
928,20.08.2017,3571.2
929,21.08.2017,3572.29
930,22.08.2017,3572.93
931,23.08.2017,3573.46
932,24.08.2017,3572.24
933,27.08.2017,3576.12
934,28.08.2017,3577.46
935,29.08.2017,3578.25
936,30.08.2017,3577.7
937,31.08.2017,3578.3
938,03.09.2017,3578.1
939,04.09.2017,3578.86
940,05.09.2017,3581.21
941,06.09.2017,3585.8
942,07.09.2017,3586.53
943,10.09.2017,3589.38
944,11.09.2017,3589.56
945,12.09.2017,3591.79
946,13.09.2017,3592.53
947,14.09.2017,3593.15
948,17.09.2017,3596.83
949,18.09.2017,3597.99
950,19.09.2017,3601.6
951,20.09.2017,3601.67
952,21.09.2017,3602.5
953,24.09.2017,3605.06
954,25.09.2017,3606.37
955,26.09.2017,3607.62
956,27.09.2017,3607.75
957,28.09.2017,3607.48
958,01.10.2017,3610.22
959,02.10.2017,3611.45
960,03.10.2017,3610.88
961,04.10.2017,3611.01
962,05.10.2017,3609.44
963,08.10.2017,3611.16
964,09.10.2017,3613.99
965,10.10.2017,3615.89
966,11.10.2017,3615.4
967,12.10.2017,3617.48
968,15.10.2017,3620.21
969,16.10.2017,3620.92
970,17.10.2017,3622.92
971,18.10.2017,3623.22
972,19.10.2017,3623.0
973,22.10.2017,3627.1
974,23.10.2017,3630.36
975,24.10.2017,3632.43
976,25.10.2017,3635.06
977,26.10.2017,3637.45
978,29.10.2017,3638.71
979,30.10.2017,3642.47
980,31.10.2017,3645.41
981,01.11.2017,3647.02
982,02.11.2017,3650.43
983,06.11.2017,3655.14
984,07.11.2017,3657.42
985,08.11.2017,3656.76
986,09.11.2017,3659.25
987,12.11.2017,3661.38
988,13.11.2017,3658.95
989,14.11.2017,3658.97
990,15.11.2017,3661.04
991,16.11.2017,3660.85
992,19.11.2017,3662.36
993,20.11.2017,3663.15
994,21.11.2017,3664.29
995,22.11.2017,3666.11
996,23.11.2017,3667.75
997,26.11.2017,3672.33
